city,year,land_type,aqi,green_cover_percent,water_quality_index,flood_risk_score,dist_expressway_km,dist_metro_railway_km,near_industrial_zone,avg_price_per_sqft
Modinagar,2024,Residential,122,9.1,62.3,0.62,0.5,22.2,0,2485.5
Ghaziabad,2017,Mixed-use,194,8.4,45.7,0.4,1.7,0.5,1,3208.58
Modinagar,2023,Residential,138,14.9,46.5,0.51,0.5,28.5,1,2062.52
Pilkhuwa,2019,Residential,145,5.4,71.5,0.27,18.1,7.1,0,1491.66
Mawana,2016,Mixed-use,144,22.6,73.1,0.74,33.3,41.0,0,1254.49
Baghpat,2022,Mixed-use,153,14.1,73.3,0.58,21.3,31.1,0,2168.68
Mawana,2017,Mixed-use,83,25.6,61.9,0.66,32.7,36.9,0,1481.68
Meerut,2017,Commercial,205,8.8,49.8,0.12,11.4,7.0,0,3249.22
Muradnagar,2016,Agricultural,166,18.5,60.7,0.43,4.9,29.8,0,304.42
Baghpat,2016,Mixed-use,127,13.1,60.6,0.76,26.6,39.6,0,1326.78
Hapur,2022,Agricultural,172,11.3,63.5,0.47,7.4,20.2,0,341.05
Mawana,2017,Residential,138,32.4,72.3,0.58,37.4,54.0,0,1231.46
Modinagar,2015,Mixed-use,147,8.9,61.9,0.36,13.7,18.5,1,1695.44
Mawana,2016,Commercial,159,19.4,57.8,0.76,25.9,41.9,0,1556.62
Baghpat,2021,Agricultural,76,19.4,65.1,0.48,25.6,20.7,0,319.87
Modinagar,2019,Commercial,200,10.8,70.0,0.2,9.6,1.4,0,3168.92
Mawana,2025,Agricultural,148,30.7,55.5,0.59,20.9,46.4,0,321.98
Modinagar,2020,Mixed-use,206,1.0,46.3,0.41,7.0,7.9,0,1982.28
Baghpat,2021,Mixed-use,190,25.3,67.0,0.76,11.6,33.8,0,1888.41
Pilkhuwa,2015,Commercial,98,7.1,48.8,0.36,14.4,33.7,1,1749.65
Meerut,2019,Agricultural,229,4.2,40.2,0.22,11.6,7.2,0,415.01
Pilkhuwa,2016,Agricultural,111,13.9,54.5,0.27,15.6,15.3,1,262.43
Muradnagar,2023,Residential,159,7.3,57.4,0.23,11.4,28.8,1,1886.28
Hapur,2025,Commercial,172,12.4,53.1,0.61,10.0,21.3,1,2807.99
Baghpat,2019,Commercial,176,14.5,59.9,0.84,23.7,32.4,0,1881.82
Baghpat,2015,Agricultural,119,10.5,77.6,0.74,23.8,34.1,1,200
Khekra,2020,Mixed-use,150,17.5,70.6,0.39,18.4,36.6,0,1909.48
Modinagar,2022,Commercial,192,3.2,48.0,0.17,4.9,24.1,1,2682.54
Muradnagar,2022,Agricultural,156,6.6,54.5,0.28,10.4,21.9,0,346.97
Meerut,2021,Mixed-use,171,7.3,58.1,0.27,12.5,14.8,0,3296.84
Baghpat,2019,Commercial,180,13.6,50.7,0.66,9.9,21.2,1,1704.89
Khekra,2022,Commercial,143,13.5,69.9,0.48,18.4,17.5,0,2643.84
Meerut,2015,Commercial,211,11.4,55.7,0.26,3.0,4.8,1,2637.79
Modinagar,2019,Commercial,207,10.6,70.6,0.34,9.9,1.0,1,2361.3
Khekra,2023,Agricultural,138,18.8,68.1,0.71,18.9,26.6,0,328.91
Ghaziabad,2018,Mixed-use,248,7.4,53.5,0.1,18.7,0.5,1,3284.11
Khekra,2015,Mixed-use,124,18.3,68.6,0.47,24.6,36.8,1,1199.42
Muradnagar,2015,Mixed-use,192,13.9,59.4,0.48,23.3,27.6,1,1382.16
Mawana,2018,Mixed-use,139,23.8,54.1,0.68,39.5,42.2,0,1342.97
Ghaziabad,2021,Mixed-use,153,1.1,49.8,0.36,0.5,0.5,0,4725.78
Khekra,2018,Residential,174,18.7,56.2,0.48,24.9,33.3,1,1072.06
Hapur,2019,Mixed-use,174,7.6,59.2,0.4,9.2,10.0,1,1607.25
Sardhana,2025,Mixed-use,116,29.1,71.2,0.43,31.9,42.1,0,2495.97
Khekra,2016,Residential,150,17.1,58.4,0.54,21.6,31.6,1,917.47
Ghaziabad,2017,Agricultural,222,10.4,53.6,0.17,10.0,5.8,1,516.82
Muradnagar,2022,Commercial,186,9.8,58.2,0.41,25.8,6.3,0,3206.95
Pilkhuwa,2025,Residential,184,15.4,56.7,0.46,15.1,18.8,1,1844.48
Pilkhuwa,2015,Mixed-use,169,19.4,53.6,0.25,10.5,38.3,0,1700.34
Mawana,2025,Mixed-use,160,26.7,58.4,0.79,41.3,50.5,0,1933.07
Sardhana,2016,Mixed-use,179,25.8,74.0,0.5,24.1,38.0,0,1341.74
Khekra,2016,Residential,131,15.3,49.8,0.38,24.1,34.3,0,1132.13
Sardhana,2021,Mixed-use,134,20.6,76.5,0.51,33.1,35.6,0,2012.35
Modinagar,2020,Agricultural,156,13.4,56.6,0.28,10.3,11.0,0,402.02
Meerut,2025,Commercial,176,11.8,40.5,0.25,0.5,0.5,0,5343.81
Muradnagar,2023,Residential,158,10.9,66.1,0.59,15.5,7.8,1,1807.06
Baghpat,2020,Commercial,125,16.0,71.6,0.73,17.8,29.3,1,2072.82
Pilkhuwa,2025,Commercial,179,6.1,67.3,0.28,13.5,13.6,0,3456.04
Hapur,2025,Mixed-use,177,13.7,55.8,0.44,10.9,22.7,0,2505.39
Khekra,2016,Residential,177,14.4,43.7,0.62,13.9,26.9,0,949.33
Ghaziabad,2024,Commercial,197,3.7,52.7,0.3,0.5,0.5,0,8194.79
Meerut,2022,Commercial,196,12.9,52.6,0.56,0.5,8.8,0,4418.37
Sardhana,2019,Commercial,170,20.2,76.2,0.41,25.3,36.2,0,2073.2
Ghaziabad,2021,Mixed-use,217,12.3,55.2,0.51,0.5,0.5,1,4252.82
Mawana,2021,Mixed-use,119,28.6,78.1,0.64,32.7,43.1,0,1835.73
Mawana,2025,Residential,134,20.2,64.3,0.75,28.8,57.8,0,1651.42
Muradnagar,2017,Agricultural,185,6.0,48.8,0.53,4.1,13.5,0,279.26
Modinagar,2015,Residential,214,10.3,68.0,0.25,6.2,13.5,1,1232.56
Pilkhuwa,2019,Mixed-use,136,15.7,57.5,0.23,12.4,12.4,0,2146.37
Pilkhuwa,2022,Agricultural,133,12.7,64.8,0.51,5.0,18.8,1,313.17
Hapur,2015,Commercial,117,14.4,50.9,0.43,14.6,27.8,0,2047.76
Hapur,2019,Agricultural,151,14.4,55.6,0.36,5.8,15.9,0,348.69
Hapur,2022,Residential,146,10.1,39.8,0.54,9.8,31.9,0,1653.72
Sardhana,2025,Commercial,106,21.4,53.5,0.34,27.7,29.1,0,3230.29
Baghpat,2020,Mixed-use,95,23.3,46.9,0.76,26.9,33.1,0,1976.17
Pilkhuwa,2016,Commercial,183,13.5,54.7,0.42,15.7,22.9,0,1876.11
Ghaziabad,2019,Mixed-use,235,7.5,47.2,0.28,2.7,2.2,1,3795.0
Pilkhuwa,2024,Agricultural,116,14.2,42.2,0.32,11.7,36.9,1,322.35
Modinagar,2024,Mixed-use,192,10.5,54.3,0.62,0.5,14.9,1,2488.74
Muradnagar,2017,Commercial,163,8.0,53.1,0.49,15.4,16.4,0,2186.88
Baghpat,2022,Commercial,169,18.9,65.3,0.42,41.9,33.7,1,2325.63
Modinagar,2024,Residential,212,11.5,58.0,0.3,14.3,12.4,0,2465.79
Modinagar,2018,Residential,197,9.4,73.9,0.52,1.1,21.2,0,1596.73
Ghaziabad,2020,Commercial,228,11.3,68.1,0.4,0.5,0.5,1,5367.18
Ghaziabad,2022,Agricultural,210,12.4,36.6,0.29,2.6,0.5,0,764.41
Pilkhuwa,2023,Commercial,143,9.4,55.6,0.47,8.5,25.0,1,2855.3
Meerut,2021,Agricultural,212,6.4,49.4,0.35,7.6,0.5,1,382.51
Modinagar,2015,Agricultural,178,16.3,37.0,0.41,5.9,17.3,0,309.89
Modinagar,2019,Commercial,205,8.6,43.1,0.36,1.5,19.2,0,2661.33
Baghpat,2015,Mixed-use,130,22.8,82.3,0.83,22.1,33.8,1,1240.2
Ghaziabad,2019,Residential,233,12.1,39.6,0.1,12.1,0.5,0,3242.11
Khekra,2025,Agricultural,126,23.6,59.3,0.45,12.0,23.1,0,376.05
Muradnagar,2021,Residential,195,13.3,60.1,0.18,6.3,0.5,1,1685.78
Pilkhuwa,2023,Residential,176,10.5,75.6,0.18,4.7,14.8,1,1793.73
Hapur,2020,Commercial,153,12.8,62.2,0.33,14.5,27.9,0,2701.34
Muradnagar,2016,Residential,214,12.2,60.7,0.25,8.7,3.9,1,1242.32
Khekra,2025,Agricultural,124,8.7,64.0,0.7,19.9,40.1,0,332.02
Sardhana,2017,Agricultural,79,28.5,74.8,0.4,18.3,31.2,0,294.5
Pilkhuwa,2024,Residential,174,12.0,58.2,0.55,19.3,18.8,0,1822.13
Hapur,2023,Commercial,133,10.1,73.7,0.47,17.9,17.4,0,3334.86
Pilkhuwa,2023,Commercial,162,16.8,61.8,0.37,32.1,32.8,0,3058.49
Hapur,2018,Mixed-use,173,9.2,59.2,0.38,2.4,12.0,0,1801.65
Khekra,2023,Agricultural,109,18.5,62.6,0.54,21.7,49.0,1,297.83
Meerut,2015,Agricultural,180,5.4,55.0,0.4,6.4,0.5,1,333.02
Pilkhuwa,2020,Mixed-use,112,19.3,76.8,0.59,11.4,13.3,0,2348.56
Mawana,2019,Commercial,134,24.9,66.3,0.51,33.5,30.4,0,2083.14
Ghaziabad,2024,Residential,177,13.0,44.0,0.05,1.2,0.5,0,4963.7
Mawana,2017,Mixed-use,87,22.7,66.5,0.69,31.3,60.4,0,1477.63
Mawana,2015,Residential,191,27.9,40.9,0.65,33.3,52.8,0,865.01
Hapur,2024,Commercial,214,14.5,44.0,0.41,9.3,18.4,1,2656.84
Baghpat,2025,Agricultural,189,18.8,62.9,0.84,14.7,23.1,1,269.84
Modinagar,2018,Mixed-use,157,19.7,59.8,0.51,6.4,3.5,1,1927.38
Sardhana,2016,Commercial,150,21.9,59.7,0.23,30.7,50.1,0,1746.64
Modinagar,2018,Residential,185,21.1,38.9,0.25,4.3,8.0,0,1886.56
Sardhana,2023,Agricultural,163,22.9,69.8,0.39,34.3,49.1,0,284.74
Ghaziabad,2015,Mixed-use,180,5.4,57.6,0.06,0.5,5.0,1,3141.59
Muradnagar,2023,Mixed-use,156,10.0,59.2,0.47,3.8,13.6,1,2430.58
Muradnagar,2021,Residential,175,11.8,48.6,0.13,12.2,30.3,0,1909.48
Meerut,2019,Commercial,216,7.1,60.7,0.32,6.7,0.5,0,3672.27
Meerut,2023,Agricultural,261,7.8,65.9,0.25,2.3,12.2,1,416.18
Mawana,2019,Agricultural,172,20.8,66.4,0.8,34.5,40.8,0,213.87
Baghpat,2025,Agricultural,189,22.4,65.4,0.46,32.4,21.9,1,297.0
Hapur,2022,Residential,247,10.7,57.4,0.26,13.7,31.2,0,1493.26
Muradnagar,2015,Agricultural,197,4.2,56.9,0.16,11.2,6.7,0,264.58
Mawana,2018,Residential,104,15.5,69.3,0.94,33.1,45.2,0,1025.22
Ghaziabad,2021,Agricultural,190,3.4,36.4,0.18,2.5,0.5,0,683.68
Pilkhuwa,2024,Residential,185,13.3,72.7,0.39,5.0,19.7,1,1804.45
Baghpat,2019,Commercial,149,19.5,66.7,0.55,40.4,33.2,0,2174.52
Baghpat,2018,Agricultural,180,15.8,74.6,0.55,26.0,29.1,0,238.42
Muradnagar,2015,Mixed-use,145,14.0,63.4,0.37,0.5,21.7,0,1801.5
Meerut,2017,Agricultural,246,17.8,52.1,0.2,0.5,9.6,0,423.31
Muradnagar,2024,Commercial,224,12.8,58.0,0.28,0.5,18.4,1,2848.12
Mawana,2020,Residential,127,25.9,75.0,0.59,34.1,41.0,0,1386.27
Meerut,2023,Agricultural,171,16.2,62.5,0.36,0.5,0.5,1,515.26
Meerut,2023,Mixed-use,204,11.8,56.5,0.34,9.0,9.6,1,3364.04
Modinagar,2016,Agricultural,148,12.5,56.9,0.39,9.3,21.6,0,334.54
Pilkhuwa,2021,Residential,152,17.0,65.8,0.41,23.9,18.4,1,1550.86
Modinagar,2021,Agricultural,201,16.6,56.9,0.42,3.0,19.4,1,311.3
Hapur,2020,Agricultural,187,10.7,59.7,0.3,0.6,9.6,0,321.78
Hapur,2016,Residential,189,10.6,61.6,0.44,13.6,8.5,0,1228.51
Baghpat,2020,Residential,164,21.5,65.7,0.56,18.1,21.7,0,1546.93
Sardhana,2020,Commercial,148,22.9,69.7,0.49,30.2,42.0,0,2242.64
Sardhana,2019,Agricultural,154,23.9,55.4,0.27,17.1,32.7,1,214.44
Mawana,2019,Residential,60,19.9,63.6,0.73,37.2,43.7,0,1200.6
Hapur,2018,Residential,221,13.3,75.8,0.22,16.7,19.2,1,1268.4
Mawana,2025,Agricultural,97,23.0,77.7,0.81,34.3,33.1,0,305.58
Sardhana,2021,Mixed-use,91,16.1,68.8,0.6,23.8,46.3,0,1909.57
Hapur,2017,Mixed-use,173,14.5,51.8,0.39,16.9,16.8,1,1543.7
Muradnagar,2020,Residential,171,5.3,61.4,0.5,5.9,25.9,1,1444.4
Hapur,2020,Agricultural,196,15.9,46.5,0.77,13.2,27.9,0,270.51
Pilkhuwa,2019,Residential,159,11.9,62.3,0.42,2.4,29.4,0,1545.44
Mawana,2022,Residential,129,19.7,67.5,0.58,38.6,40.0,1,1275.81
Ghaziabad,2022,Commercial,204,12.8,39.4,0.3,10.1,6.4,0,6263.75
Sardhana,2017,Commercial,150,20.1,62.0,0.21,24.8,39.8,1,1623.57
Modinagar,2020,Commercial,149,14.3,65.4,0.24,3.7,16.5,1,2825.63
Khekra,2015,Commercial,127,20.4,61.4,0.83,23.1,13.7,0,1743.6
Meerut,2018,Mixed-use,172,8.6,38.4,0.51,4.9,3.2,1,2130.74
Baghpat,2016,Mixed-use,185,24.2,63.8,0.59,20.2,23.5,0,1398.91
Modinagar,2025,Agricultural,123,10.2,46.6,0.27,8.1,22.9,0,466.4
Pilkhuwa,2017,Commercial,168,16.2,53.1,0.44,12.5,35.3,0,2207.78
Muradnagar,2019,Agricultural,149,13.9,58.4,0.34,12.3,16.5,0,325.82
Hapur,2021,Agricultural,162,12.6,68.9,0.33,0.5,16.5,1,306.34
Hapur,2020,Residential,183,10.1,61.2,0.38,9.3,5.8,1,1465.13
Meerut,2025,Agricultural,207,11.3,49.7,0.26,7.3,13.7,1,463.16
Meerut,2016,Residential,217,7.1,47.9,0.19,5.2,9.2,1,1655.61
Sardhana,2021,Commercial,78,28.5,56.2,0.39,30.8,41.4,0,2672.85
Muradnagar,2022,Commercial,153,13.8,67.7,0.25,0.5,37.9,0,3447.7
Modinagar,2023,Mixed-use,174,12.4,59.6,0.38,11.9,5.8,1,2493.16
Baghpat,2024,Residential,162,16.3,71.3,0.71,22.9,33.0,0,1841.71
Baghpat,2021,Mixed-use,142,25.6,61.5,0.82,23.8,16.7,1,1626.36
Ghaziabad,2022,Residential,229,2.0,32.7,0.1,1.7,1.2,1,3243.88
Hapur,2021,Mixed-use,192,10.2,54.7,0.44,21.2,13.8,0,2152.14
Hapur,2022,Mixed-use,160,10.9,52.4,0.31,14.1,18.0,1,2009.15
Meerut,2015,Mixed-use,214,4.6,67.4,0.22,2.8,0.5,0,2407.41
Muradnagar,2025,Agricultural,126,10.4,47.3,0.17,12.8,24.6,0,455.02
Hapur,2016,Mixed-use,200,12.3,54.1,0.37,26.1,27.3,1,1325.9
Pilkhuwa,2017,Commercial,147,12.6,54.2,0.5,22.4,30.7,0,2175.74
Ghaziabad,2016,Mixed-use,210,6.0,60.2,0.32,7.0,16.5,0,3377.29
Mawana,2016,Commercial,120,20.4,72.5,0.77,35.6,54.5,0,1590.83
Muradnagar,2025,Commercial,207,8.2,55.1,0.41,20.9,18.4,0,3253.43
Ghaziabad,2019,Mixed-use,230,12.1,43.4,0.25,4.8,33.7,0,4013.83
Hapur,2018,Commercial,174,10.7,51.7,0.73,20.5,21.6,1,1809.31
Meerut,2016,Commercial,204,5.0,42.8,0.26,3.4,0.5,0,2926.42
Sardhana,2020,Commercial,125,19.5,49.7,0.59,24.8,28.3,0,2111.38
Hapur,2022,Residential,199,11.9,48.9,0.54,20.5,13.6,1,1495.46
Muradnagar,2017,Residential,150,9.8,62.7,0.16,6.2,4.7,1,1513.3
Sardhana,2024,Residential,105,19.5,80.4,0.3,21.8,27.3,0,1922.02
Pilkhuwa,2023,Residential,145,12.0,51.8,0.28,5.0,14.9,0,2006.11
Pilkhuwa,2019,Mixed-use,152,8.2,57.5,0.3,17.7,24.5,0,1917.44
Mawana,2021,Commercial,73,29.9,59.1,0.58,21.0,39.7,0,2444.87
Ghaziabad,2019,Mixed-use,245,1.0,36.4,0.27,0.5,2.6,1,3242.18
Hapur,2024,Commercial,183,10.6,53.5,0.34,24.2,22.7,1,2711.35
Ghaziabad,2019,Agricultural,155,10.8,36.1,0.23,15.7,11.0,0,723.53
Muradnagar,2020,Agricultural,181,19.7,47.9,0.22,11.9,8.0,1,328.1
Mawana,2022,Commercial,160,18.3,66.5,0.81,33.7,30.2,1,1903.29
Ghaziabad,2025,Residential,249,7.8,52.0,0.42,0.5,0.5,1,3901.38
Sardhana,2016,Mixed-use,162,24.0,38.3,0.62,42.3,42.2,0,1305.78
Sardhana,2017,Residential,136,21.8,65.0,0.36,35.0,45.6,0,1113.9
Meerut,2016,Mixed-use,175,4.4,53.3,0.42,19.1,9.0,1,1917.07
Khekra,2021,Mixed-use,162,18.3,47.7,0.69,15.7,19.6,0,1741.52
Hapur,2024,Residential,151,14.4,47.5,0.56,4.9,20.4,1,1911.02
Sardhana,2022,Commercial,126,21.3,75.6,0.59,21.5,32.4,0,2586.47
Sardhana,2020,Mixed-use,152,21.7,73.0,0.43,24.1,38.9,1,1527.09
Hapur,2016,Residential,111,19.8,60.6,0.33,13.1,27.5,0,1441.59
Sardhana,2019,Commercial,136,21.3,67.7,0.53,31.4,43.1,0,2256.91
Pilkhuwa,2022,Mixed-use,180,10.5,67.1,0.26,14.5,25.2,0,2262.24
Sardhana,2025,Mixed-use,117,18.5,57.9,0.49,30.4,40.8,0,2134.65
Modinagar,2019,Agricultural,145,15.0,71.7,0.08,0.5,10.7,0,427.96
Hapur,2021,Commercial,170,16.4,50.7,0.45,1.4,22.5,1,2407.59
Hapur,2019,Mixed-use,176,24.9,55.8,0.39,15.9,38.0,0,2078.57
Baghpat,2015,Agricultural,167,22.2,67.9,0.54,28.1,47.2,0,252.87
Meerut,2025,Residential,172,6.6,48.5,0.39,9.3,0.5,0,3380.35
Khekra,2023,Residential,142,20.2,60.3,0.63,14.9,42.9,1,1466.04
Hapur,2023,Agricultural,173,22.1,53.8,0.27,20.4,16.4,1,334.85
Khekra,2023,Agricultural,165,18.5,66.6,0.53,20.5,8.1,0,337.5
Sardhana,2024,Commercial,115,13.8,82.4,0.42,31.0,52.4,1,2595.28
Khekra,2015,Mixed-use,187,19.0,65.0,0.66,18.9,34.5,0,1283.93
Mawana,2021,Commercial,147,24.1,71.3,0.68,43.8,48.1,0,2113.19
Sardhana,2018,Residential,154,24.7,71.8,0.45,36.0,29.2,0,1229.46
Muradnagar,2021,Mixed-use,176,14.9,60.2,0.54,11.7,30.4,0,2397.95
Meerut,2023,Commercial,251,14.7,48.2,0.34,9.1,19.0,1,3641.28
Muradnagar,2018,Residential,170,18.0,63.0,0.14,12.3,16.7,0,1793.43
Hapur,2023,Residential,153,17.1,54.3,0.55,18.6,25.3,1,1618.79
Modinagar,2018,Mixed-use,154,14.7,65.6,0.27,12.6,32.1,0,2301.52
Modinagar,2017,Mixed-use,177,12.3,40.5,0.11,5.8,15.0,0,2154.98
Baghpat,2020,Mixed-use,81,20.3,47.1,0.48,30.1,16.7,0,2060.34
Hapur,2018,Agricultural,181,12.7,47.6,0.51,1.7,23.1,1,252.73
Muradnagar,2025,Commercial,164,7.8,52.5,0.17,9.9,20.1,1,3253.05
Hapur,2020,Residential,155,15.5,52.7,0.53,20.0,20.3,0,1674.14
Sardhana,2020,Residential,89,23.3,75.4,0.37,31.0,42.9,1,1325.68
Ghaziabad,2023,Agricultural,225,1.0,47.4,0.05,6.4,0.5,1,645.13
Mawana,2015,Mixed-use,123,22.1,76.7,0.85,41.1,43.9,0,1127.5
Meerut,2020,Commercial,213,7.7,56.4,0.12,12.3,12.8,0,3748.3
Hapur,2023,Residential,180,12.3,55.1,0.4,11.7,20.8,0,1876.96
Khekra,2025,Commercial,124,20.4,49.5,0.48,5.6,23.9,1,2819.94
Khekra,2018,Commercial,173,15.7,72.2,0.31,18.0,32.1,1,1714.55
Hapur,2015,Agricultural,194,10.0,62.1,0.48,20.6,13.9,1,209.7
Khekra,2025,Residential,146,18.3,69.3,0.6,27.2,27.8,0,2009.19
Sardhana,2023,Mixed-use,134,16.0,60.1,0.44,22.2,37.7,0,1924.45
Baghpat,2016,Residential,133,19.0,74.8,0.64,23.7,60.1,0,1182.25
Modinagar,2019,Agricultural,186,21.0,47.1,0.23,15.2,24.7,1,310.84
Sardhana,2018,Agricultural,134,18.5,74.2,0.31,21.6,36.6,0,252.09
Pilkhuwa,2018,Commercial,139,14.1,47.3,0.29,0.5,26.8,0,2495.42
Mawana,2015,Residential,96,24.6,65.9,0.84,39.4,58.1,1,877.58
Khekra,2018,Residential,127,23.7,71.3,0.49,21.6,15.8,1,1273.89
Ghaziabad,2020,Agricultural,183,13.9,57.7,0.27,0.6,11.4,1,672.04
Ghaziabad,2017,Mixed-use,230,9.4,46.9,0.09,4.7,0.5,1,3456.81
Meerut,2023,Commercial,156,6.6,48.7,0.38,9.5,7.5,0,4527.52
Muradnagar,2018,Commercial,184,8.3,44.1,0.21,0.5,15.0,0,2576.69
Ghaziabad,2021,Mixed-use,201,10.2,41.1,0.44,2.7,0.5,1,4207.81
Hapur,2023,Agricultural,152,10.2,68.4,0.29,19.7,27.7,0,376.03
Mawana,2016,Agricultural,168,25.7,74.0,0.42,32.1,53.4,0,216.54
Mawana,2024,Residential,142,31.9,81.9,0.75,26.0,52.5,0,1714.54
Meerut,2022,Mixed-use,191,10.4,56.8,0.3,0.5,0.5,0,3645.91
Meerut,2019,Residential,185,7.2,43.3,0.18,6.2,0.5,1,2069.82
Meerut,2024,Residential,182,7.9,44.3,0.38,10.5,12.0,1,2366.05
Ghaziabad,2020,Mixed-use,173,14.9,39.6,0.48,0.5,0.5,0,5022.9
Pilkhuwa,2023,Residential,146,13.8,56.1,0.57,20.0,34.5,0,1930.27
Modinagar,2017,Agricultural,174,1.0,63.8,0.22,0.5,35.6,0,315.42
Pilkhuwa,2020,Commercial,207,14.1,63.8,0.45,12.5,47.6,0,2558.91
Sardhana,2024,Commercial,176,18.3,47.8,0.6,17.4,38.4,1,2013.47
Muradnagar,2018,Agricultural,195,14.5,61.7,0.28,15.7,13.1,0,321.89
Sardhana,2016,Mixed-use,157,24.8,52.3,0.48,15.0,33.9,0,1345.31
Baghpat,2022,Agricultural,145,20.0,62.4,0.6,20.1,34.7,0,306.43
Khekra,2025,Residential,204,19.3,49.5,0.57,29.3,36.2,0,1703.83
Muradnagar,2024,Residential,119,15.4,58.7,0.4,15.3,19.2,1,1995.35
Pilkhuwa,2015,Agricultural,194,18.0,55.0,0.33,10.0,19.0,0,260.92
Khekra,2021,Mixed-use,88,14.9,73.4,0.45,22.0,24.9,1,1833.71
Baghpat,2023,Mixed-use,207,16.9,64.9,0.49,30.1,27.4,0,2092.68
Khekra,2018,Residential,168,14.0,61.3,0.65,3.2,47.0,0,1232.18
Mawana,2017,Residential,159,25.1,60.6,0.49,33.4,40.6,0,1085.26
Sardhana,2022,Agricultural,126,19.3,67.7,0.5,25.4,50.7,0,291.96
Modinagar,2019,Commercial,179,11.3,67.3,0.22,0.5,34.6,1,2860.75
Ghaziabad,2024,Mixed-use,187,1.0,47.8,0.26,9.6,12.5,1,4391.09
Meerut,2024,Agricultural,188,8.0,57.6,0.34,8.2,0.5,1,491.48
Ghaziabad,2023,Residential,248,9.8,64.5,0.48,6.3,7.0,1,3457.14
Modinagar,2019,Commercial,132,12.2,59.6,0.64,14.2,9.9,1,2666.44
Baghpat,2024,Agricultural,179,15.6,54.5,0.79,11.5,44.6,0,284.53
Baghpat,2020,Commercial,153,18.4,73.1,0.81,12.0,43.8,0,2318.29
Mawana,2025,Commercial,105,25.4,72.1,0.78,31.6,41.5,0,3082.55
Meerut,2021,Residential,206,10.7,59.2,0.45,0.5,27.1,0,2630.35
Mawana,2015,Commercial,102,29.1,72.8,0.88,52.4,34.1,0,1587.74
Meerut,2025,Mixed-use,202,5.2,45.6,0.31,6.4,0.5,1,3149.32
Khekra,2024,Residential,122,18.9,64.4,0.28,19.7,43.4,1,1635.94
Modinagar,2024,Mixed-use,202,9.5,44.5,0.39,8.6,15.4,1,2314.21
Mawana,2015,Commercial,129,25.0,60.1,0.73,24.6,44.2,0,1556.06
Modinagar,2022,Residential,124,9.6,54.5,0.47,10.6,17.5,0,2049.9
Ghaziabad,2025,Commercial,150,8.8,36.8,0.11,7.8,12.7,0,7506.28
Muradnagar,2020,Residential,136,14.6,57.7,0.67,0.5,10.8,1,1595.71
Ghaziabad,2022,Agricultural,192,1.0,54.4,0.36,2.4,20.1,0,681.84
Pilkhuwa,2020,Mixed-use,102,13.8,64.7,0.22,14.8,20.2,0,2419.6
Khekra,2021,Mixed-use,144,24.6,70.6,0.67,23.9,36.4,1,1581.64
Baghpat,2016,Commercial,163,10.3,76.0,0.47,21.2,33.3,1,1540.16
Mawana,2019,Mixed-use,129,29.6,62.0,0.58,41.5,61.2,0,1643.17
Pilkhuwa,2021,Mixed-use,200,14.6,46.5,0.28,18.2,24.3,0,1983.35
Meerut,2020,Mixed-use,233,10.0,56.6,0.2,6.9,13.2,0,3150.9
Ghaziabad,2015,Residential,224,4.7,49.9,0.2,0.5,7.0,0,2642.01
Baghpat,2019,Commercial,142,25.7,58.4,0.81,25.6,46.2,0,2298.31
Muradnagar,2025,Residential,214,10.4,54.2,0.25,4.2,16.4,1,1932.03
Baghpat,2016,Mixed-use,158,24.9,66.8,0.99,22.2,28.2,0,1340.17
Modinagar,2019,Agricultural,192,6.6,61.3,0.42,0.6,12.6,0,357.7
Baghpat,2015,Agricultural,175,13.5,81.7,0.42,20.6,31.4,0,239.04
Khekra,2015,Agricultural,119,19.5,56.7,0.4,17.4,34.6,1,200
Muradnagar,2018,Agricultural,131,18.1,60.5,0.25,14.1,14.0,0,366.08
Hapur,2023,Commercial,163,10.2,58.8,0.41,14.1,15.2,0,2994.86
Muradnagar,2015,Residential,246,19.4,49.4,0.37,19.8,27.9,0,1261.27
Modinagar,2019,Mixed-use,182,15.1,64.3,0.38,7.6,22.0,0,2489.59
Sardhana,2022,Residential,194,23.1,61.8,0.36,43.7,37.6,1,1319.25
Meerut,2017,Agricultural,213,13.6,58.2,0.17,0.5,9.3,0,445.25
Khekra,2024,Commercial,160,16.8,88.3,0.45,14.9,33.5,0,3195.72
Baghpat,2019,Agricultural,140,15.5,61.9,0.54,18.2,38.4,0,292.48
Sardhana,2025,Commercial,103,23.8,66.2,0.36,17.4,41.6,0,3219.15
Muradnagar,2019,Mixed-use,209,12.7,66.3,0.23,10.7,10.5,0,2212.66
Baghpat,2016,Residential,125,18.1,80.9,0.4,27.2,21.9,1,1139.29
Ghaziabad,2018,Commercial,137,15.2,29.4,0.39,1.1,9.3,0,5670.0
Hapur,2024,Mixed-use,195,14.0,53.1,0.42,19.0,19.1,0,2340.93
Pilkhuwa,2015,Mixed-use,211,22.4,33.6,0.33,19.7,19.0,0,1422.27
Sardhana,2021,Mixed-use,130,26.3,71.2,0.36,31.4,37.9,1,1800.68
Ghaziabad,2018,Residential,219,5.8,55.9,0.23,0.5,0.5,1,2633.9
Sardhana,2016,Agricultural,227,31.0,58.8,0.5,27.8,23.7,0,217.83
Meerut,2019,Commercial,211,14.1,58.2,0.29,2.3,19.4,1,3320.47
